id,roi,method,ref,populations,ecotypes,caption,caption_alt,qtl_trait,qtl_trait_alt,qtl_functioncat1,qtl_cat,qtl_pve,candidate_gene,candidate_gene_long,candidate_gene_ensembl,candidate_region,candidate_function,remarks,GLA_chr_start,GLA_pos_start,GLA_chr_end,GLA_pos_end,GLA_chr_regstart,pos_regstart_GLA,GLA_chr_regend,GLA_pos_regend,GLA_overlap_definition,GLA_chr_ovstart,GLA_pos_ovstart,GLA_chr_ovend,GLA_pos_ovend,GLA_masked
797,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Novel gene,,ENSGACG00000000387,,,transcribed sequence,chrUn,5067843,chrUn,5068887,,,,,full gene length ± 10 kb both sides,chrUn,5057843,chrUn,5078887,1
798,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Novel gene,,ENSGACG00000000401,,,transcribed sequence,chrUn,21284836,chrUn,21285954,,,,,full gene length ± 10 kb both sides,chrUn,21274836,chrUn,21295954,1
799,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Novel gene,,ENSGACG00000000780,,,transcribed sequence,chrUn,7866150,chrUn,7867210,,,,,full gene length ± 10 kb both sides,chrUn,7856150,chrUn,7877210,1
800,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Nlrx1,,ENSGACG00000001043,,,transcribed sequence,chrUn,15453718,chrUn,15454845,,,,,full gene length ± 10 kb both sides,chrUn,15443718,chrUn,15464845,1
801,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Trim14,,ENSGACG00000001262,,,transcribed sequence,chrUn,19387154,chrUn,19388300,,,,,full gene length ± 10 kb both sides,chrUn,19377154,chrUn,19398300,1
802,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Novel gene,,ENSGACG00000001396,,,transcribed sequence,chrUn,17122470,chrUn,17124117,,,,,full gene length ± 10 kb both sides,chrUn,17112470,chrUn,17134117,1
803,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Klf7,,ENSGACG00000002124,,,transcribed sequence,chrXVI,3766903,chrXVI,3779475,,,,,full gene length ± 10 kb both sides,chrXVI,3756903,chrXVI,3789475,
804,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Rhoq,,ENSGACG00000002584,,,transcribed sequence,chrVI,5652547,chrVI,5649138,,,,,full gene length ± 10 kb both sides,chrVI,5639138,chrVI,5662547,
805,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Pwwp2b,,ENSGACG00000002816,,,transcribed sequence,chrVI,5020134,chrVI,5018508,,,,,full gene length ± 10 kb both sides,chrVI,5008508,chrVI,5030134,
806,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Novel gene,,ENSGACG00000002884,,,transcribed sequence,chrX,5298417,chrX,5301281,,,,,full gene length ± 10 kb both sides,chrX,5288417,chrX,5311281,
807,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Novel gene,,ENSGACG00000003392,,,transcribed sequence,chrXII,4203951,chrXII,4206327,,,,,full gene length ± 10 kb both sides,chrXII,4193951,chrXII,4216327,
808,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,C10orf57 ,,ENSGACG00000003518,,,transcribed sequence,chrV,7083827,chrV,7082289,,,,,full gene length ± 10 kb both sides,chrV,7072289,chrV,7093827,
809,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Megf9,,ENSGACG00000003617,,,transcribed sequence,chrXIII,541262,chrXIII,539572,,,,,full gene length ± 10 kb both sides,chrXIII,529572,chrXIII,551262,
810,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Gja1,,ENSGACG00000004089,,,transcribed sequence,chrXVIII,286458,chrXVIII,288638,,,,,full gene length ± 10 kb both sides,chrXVIII,276458,chrXVIII,298638,
811,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Sh2d6,,ENSGACG00000004156,,,transcribed sequence,chrXIII,1599691,chrXIII,1604007,,,,,full gene length ± 10 kb both sides,chrXIII,1589691,chrXIII,1614007,
812,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Sh2d6,,ENSGACG00000004160,,,transcribed sequence,chrXIII,1614339,chrXIII,1617260,,,,,full gene length ± 10 kb both sides,chrXIII,1604339,chrXIII,1627260,
813,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Rprd1A,,ENSGACG00000004817,,,transcribed sequence,chrX,9438591,chrX,9444314,,,,,full gene length ± 10 kb both sides,chrX,9428591,chrX,9454314,
814,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,C7orf64,,ENSGACG00000005801,,,transcribed sequence,chrX,10365703,chrX,10367467,,,,,full gene length ± 10 kb both sides,chrX,10355703,chrX,10377467,
815,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Cbfa2t2,,ENSGACG00000006075,,,transcribed sequence,chrXVII,5133735,chrXVII,5140916,,,,,full gene length ± 10 kb both sides,chrXVII,5123735,chrXVII,5150916,
816,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Cep78,,ENSGACG00000006139,,,transcribed sequence,chrXIII,4609824,chrXIII,4611830,,,,,full gene length ± 10 kb both sides,chrXIII,4599824,chrXIII,4621830,
817,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Fbxo32,,ENSGACG00000006161,,,transcribed sequence,chrXX,13902094,chrXX,13896859,,,,,full gene length ± 10 kb both sides,chrXX,13886859,chrXX,13912094,
818,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Syde2,,ENSGACG00000006613,,,transcribed sequence,chrVIII,8157313,chrVIII,8168391,,,,,full gene length ± 10 kb both sides,chrVIII,8147313,chrVIII,8178391,
819,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Nt5c1A,,ENSGACG00000006693,,,transcribed sequence,chrXV,3289695,chrXV,3294068,,,,,full gene length ± 10 kb both sides,chrXV,3279695,chrXV,3304068,
820,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Fos,,ENSGACG00000007617,,,transcribed sequence,chrXV,5080964,chrXV,5082692,,,,,full gene length ± 10 kb both sides,chrXV,5070964,chrXV,5092692,
821,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Stmn1,,ENSGACG00000007747,,,transcribed sequence,chrX,13772415,chrX,13775348,,,,,full gene length ± 10 kb both sides,chrX,13762415,chrX,13785348,
822,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,C11orf51,,ENSGACG00000007825,,,transcribed sequence,chrI,6718063,chrI,6718798,,,,,full gene length ± 10 kb both sides,chrI,6708063,chrI,6728798,
823,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Novel gene,,ENSGACG00000007943,,,transcribed sequence,chrVI,10861785,chrVI,10874401,,,,,full gene length ± 10 kb both sides,chrVI,10851785,chrVI,10884401,
824,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Kcna7 ,,ENSGACG00000008081,,,transcribed sequence,chrV,12928501,chrV,12931245,,,,,full gene length ± 10 kb both sides,chrV,12918501,chrV,12941245,
825,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Novel gene,,ENSGACG00000008468,,,transcribed sequence,chrI,8005364,chrI,8010356,,,,,full gene length ± 10 kb both sides,chrI,7995364,chrI,8020356,
826,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Unc119b,,ENSGACG00000008668,,,transcribed sequence,chrXVII,13691345,chrXVII,13694698,,,,,full gene length ± 10 kb both sides,chrXVII,13681345,chrXVII,13704698,
827,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Dao,,ENSGACG00000008861,,,transcribed sequence,chrXIII,8955636,chrXIII,8959745,,,,,full gene length ± 10 kb both sides,chrXIII,8945636,chrXIII,8969745,
828,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Cttnbp2,,ENSGACG00000009015,,,transcribed sequence,chrXIX,14288146,chrXIX,14254297,,,,,full gene length ± 10 kb both sides,chrXIX,14244297,chrXIX,14298146,
829,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Novel gene,,ENSGACG00000009141,,,transcribed sequence,chrVI,12349755,chrVI,12353406,,,,,full gene length ± 10 kb both sides,chrVI,12339755,chrVI,12363406,
830,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Crot,,ENSGACG00000009260,,,transcribed sequence,chrXX,8668272,chrXX,8660359,,,,,full gene length ± 10 kb both sides,chrXX,8650359,chrXX,8678272,
831,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Novel gene,,ENSGACG00000009404,,,transcribed sequence,chrV,14399991,chrV,14398508,,,,,full gene length ± 10 kb both sides,chrV,14388508,chrV,14409991,
832,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Novel gene,,ENSGACG00000009877,,,transcribed sequence,chrXIII,9653216,chrXIII,9654091,,,,,full gene length ± 10 kb both sides,chrXIII,9643216,chrXIII,9664091,
833,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,darkbarexpression,,patterning: higher expressed in dark bars,Patterning: higher expressed in dark bars,camouflage,,,Rdh8,,ENSGACG00000009914,,,transcribed sequence,chrXI,8406268,chrXI,8409388,,,,,full gene length ± 10 kb both sides,chrXI,8396268,chrXI,8419388,
834,Expression outlier,differential expression analysis,Greenwood et al. 2012 Evolution & Development,"Hotel lake BC, Little Campbell river anadromous BC, cross",marine_freshwater,palebarexpression,,patterning: higher expressed in pale bars,Patterning: higher expressed in pale bars,camouflage,,,Moxd1,,ENSGACG00000010160,,,transcribed sequence,chrXVIII,10083197,chrXVIII,10087598,,,,,full gene length ± 10 kb both sides,chrXVIII,10073197,chrXVIII,10097598,
